Identifiant station,Nom station,Station en fonctionnement,CapacitÃ© de la station,Nombre bornettes libres,Nombre total vÃ©los disponibles,VÃ©los mÃ©caniques disponibles,VÃ©los Ã©lectriques disponibles,Borne de paiement disponible,Retour vÃ©lib possible,Actualisation de la donnÃ©e,CoordonnÃ©es gÃ©ographiques,Nom communes Ã©quipÃ©es,Code INSEE communes Ã©quipÃ©es,station_velib_plus,geometry,Latitude,Longitude,arrondissement,quartier
15114,Pasteur - Cotentin,OUI,33,30,2,1,1,OUI,OUI,2023-06-05T08:30:58+02:00,"48.8389284, 2.316356",Paris,,FALSE,,48.8389284,2.316356,15ème Ardt,Necker
21107,Bertrand Sincholle - Henri Barbusse,OUI,23,16,6,5,1,OUI,OUI,2023-06-05T08:30:53+02:00,"48.89925982394349, 2.3042294383049016",Clichy,,FALSE,,48.89925982394349,2.3042294383049016,Banlieue,Banlieue
12010,Daumesnil - Picpus,OUI,21,14,7,6,1,OUI,OUI,2023-06-05T08:29:24+02:00,"48.8374688, 2.401765",Paris,,TRUE,,48.8374688,2.401765,12ème Ardt,Picpus
6020,Place Saint-AndrÃ© des Arts,OUI,37,19,15,12,3,OUI,OUI,2023-06-05T08:30:55+02:00,"48.852886173881, 2.3426544293761",Paris,,FALSE,,48.852886173881,2.3426544293761,6ème Ardt,Monnaie
11029,MÃ©nilmontant - Oberkampf,OUI,40,36,2,1,1,OUI,OUI,2023-06-05T08:29:34+02:00,"48.866617658681, 2.3830134404158",Paris,,FALSE,,48.866617658681,2.3830134404158,11ème Ardt,Saint-Ambroise
22007,Commandant Charcot - Bretteville,OUI,36,34,1,0,1,OUI,OUI,2023-06-05T08:28:59+02:00,"48.87530570765423, 2.2558460757136345",Neuilly-sur-Seine,,FALSE,,48.87530570765423,2.2558460757136345,Banlieue,Banlieue
19014,Lorraine - Jean JaurÃ¨s,OUI,19,17,1,0,1,OUI,OUI,2023-06-05T08:30:45+02:00,"48.8863865, 2.3825772",Paris,,FALSE,,48.8863865,2.3825772,19ème Ardt,Villette
13037,Ivry - Baudricourt,OUI,20,16,4,1,3,OUI,OUI,2023-06-05T08:29:54+02:00,"48.824695995415006, 2.363106073577468",Paris,,FALSE,,48.824695995415006,2.363106073577468,13ème Ardt,Gare
13055,M.- A. Lagroua Weill-HallÃ© -  F. Dolto,OUI,60,21,38,25,13,OUI,OUI,2023-06-05T08:30:44+02:00,"48.828595283857425, 2.380220606266108",Paris,,FALSE,,48.828595283857425,2.380220606266108,13ème Ardt,Gare
5031,LacÃ©pÃ¨de - LinnÃ©,OUI,54,48,5,4,1,OUI,OUI,2023-06-05T08:27:23+02:00,"48.8437035476636, 2.354651279747486",Paris,,FALSE,,48.8437035476636,2.354651279747486,5ème Ardt,Saint-Victor
20106,Mairie du 20Ã¨me,OUI,27,26,1,0,1,OUI,OUI,2023-06-05T08:28:35+02:00,"48.865302324275, 2.3990669846535",Paris,,FALSE,,48.865302324275,2.3990669846535,20ème Ardt,Père-Lachaise
21511,Marcel Monge - Marcel Dassault,OUI,46,35,10,7,3,OUI,OUI,2023-06-05T08:29:08+02:00,"48.86096384533371, 2.2246733296048142",Suresnes,,FALSE,,48.86096384533371,2.2246733296048142,Banlieue,Banlieue
15044,Dantzig - Lefebvre,OUI,33,31,2,0,2,OUI,OUI,2023-06-05T08:30:58+02:00,"48.83013921586756, 2.295934036374092",Paris,,FALSE,,48.83013921586756,2.295934036374092,15ème Ardt,Saint-Lambert
16104,Paul Valery - Victor Hugo,OUI,35,24,11,6,5,OUI,OUI,2023-06-05T08:26:53+02:00,"48.87137406080164, 2.2887128591537476",Paris,,FALSE,,48.87137406080164,2.2887128591537476,16ème Ardt,Chaillot
12040,Porte de Charenton,OUI,67,34,30,26,4,OUI,OUI,2023-06-05T08:29:09+02:00,"48.83124010585643, 2.3989107459783554",Paris,,FALSE,,48.83124010585643,2.3989107459783554,12ème Ardt,Picpus
11040,Temple - Jean-Pierre Timbaud,OUI,36,22,10,10,0,OUI,OUI,2023-06-05T08:30:18+02:00,"48.86446597201, 2.3660597205162",Paris,,FALSE,,48.86446597201,2.3660597205162,11ème Ardt,Folie-Méricourt
8039,ColisÃ©e - Champs-ElysÃ©es,OUI,24,4,14,7,7,OUI,OUI,2023-06-05T08:30:44+02:00,"48.870475399387, 2.3076190799475",Paris,,FALSE,,48.870475399387,2.3076190799475,8ème Ardt,Faubourg-du-Roule
17036,Place Tristan Bernard,OUI,28,24,3,1,2,OUI,OUI,2023-06-05T08:30:47+02:00,"48.8791964, 2.2915403",Paris,,FALSE,,48.8791964,2.2915403,17ème Ardt,Ternes
25002,HÃ´tel de Ville de Rueil-Malmaison,OUI,20,20,0,0,0,OUI,OUI,2023-06-05T08:28:52+02:00,"48.878194, 2.181724",Rueil-Malmaison,,FALSE,,48.878194,2.181724,Banlieue,Banlieue
8044,Alfred de Vigny - Place du GÃ©nÃ©ral Brocard,OUI,33,18,14,9,5,OUI,OUI,2023-06-05T08:30:07+02:00,"48.87836138361425, 2.305254448220567",Paris,,FALSE,,48.87836138361425,2.305254448220567,8ème Ardt,Europe
16022,Jean Bologne - Passy,OUI,19,18,1,1,0,OUI,OUI,2023-06-05T08:22:38+02:00,"48.857566889784465, 2.280027395306772",Paris,,FALSE,,48.857566889784465,2.280027395306772,16ème Ardt,Muette
21510,Fontaine du Tertre - Calvaire,OUI,24,21,3,0,3,OUI,OUI,2023-06-05T08:29:05+02:00,"48.8702539, 2.2187778",Suresnes,,FALSE,,48.8702539,2.2187778,Banlieue,Banlieue
20011,PyrÃ©nÃ©es - Dagorno,OUI,20,19,1,1,0,OUI,OUI,2023-06-05T08:26:39+02:00,"48.855425770695085, 2.4051643162965775",Paris,,FALSE,,48.855425770695085,2.4051643162965775,20ème Ardt,Charonne
41304,Port - Maurice Chevalier,NON,30,30,0,0,0,NON,NON,2022-10-24T10:57:47+02:00,"48.832024486306, 2.490271087056",Nogent-sur-Marne,,FALSE,,48.832024486306,2.490271087056,Banlieue,Banlieue
13008,Place d'Italie - Soeur Rosalie,OUI,52,34,16,13,3,OUI,OUI,2023-06-05T08:30:49+02:00,"48.831908520394, 2.3546943448098",Paris,,FALSE,,48.831908520394,2.3546943448098,13ème Ardt,Croulebarbe
17050,Batignolles - Abel Truchet,OUI,28,24,3,0,3,OUI,OUI,2023-06-05T08:28:54+02:00,"48.88310390458221, 2.323834749088381",Paris,,FALSE,,48.88310390458221,2.323834749088381,17ème Ardt,Batignolles
21007,Rond-Point Rhin et Danube,OUI,53,8,43,39,4,OUI,OUI,2023-06-05T08:30:37+02:00,"48.840452820991764, 2.2280225157737736",Boulogne-Billancourt,,FALSE,,48.840452820991764,2.2280225157737736,Banlieue,Banlieue
24010,Charles de Gaulle - Rue de l'Alma,OUI,28,7,19,10,9,OUI,OUI,2023-06-05T08:30:56+02:00,"48.896620592993, 2.252313240191",Courbevoie,,FALSE,,48.896620592993,2.252313240191,Banlieue,Banlieue
21016,Point du Jour - Jean JaurÃ¨s,OUI,26,23,2,0,2,OUI,OUI,2023-06-05T08:27:32+02:00,"48.828753141436465, 2.245911467014621",Boulogne-Billancourt,,FALSE,,48.828753141436465,2.245911467014621,Banlieue,Banlieue
8031,Jean Mermoz - Champs-ElysÃ©es,OUI,33,2,29,15,14,OUI,OUI,2023-06-05T08:30:31+02:00,"48.869689856852, 2.3107324540615",Paris,,FALSE,,48.869689856852,2.3107324540615,8ème Ardt,Faubourg-du-Roule
5105,Geoffroy-Saint-Hilaire - Saint-Marcel,OUI,17,13,4,3,1,OUI,OUI,2023-06-05T08:30:37+02:00,"48.83907826424974, 2.356877340669728",Paris,,FALSE,,48.83907826424974,2.356877340669728,5ème Ardt,Jardin-des-Plantes
20030,MÃ©nilmontant - PÃ¨re Lachaise,OUI,56,51,4,1,3,OUI,OUI,2023-06-05T08:28:54+02:00,"48.863287291502, 2.3869940266013",Paris,,FALSE,,48.863287291502,2.3869940266013,11ème Ardt,Saint-Ambroise
13013,Saint-Marcel - HÃ´pital,OUI,21,7,12,12,0,OUI,OUI,2023-06-05T08:27:27+02:00,"48.83950442458303, 2.360989417022932",Paris,,FALSE,,48.83950442458303,2.360989417022932,13ème Ardt,Salpêtrière
10028,Gare du Nord - Dunkerque,OUI,29,26,0,0,0,OUI,OUI,2023-06-05T08:30:50+02:00,"48.880423508429, 2.3527636751533",Paris,,FALSE,,48.880423508429,2.3527636751533,10ème Ardt,Saint-Vincent-de-Paul
12039,GÃ©nÃ©ral Michel Bizot - Claude Decaen,OUI,38,26,10,10,0,OUI,OUI,2023-06-05T08:29:04+02:00,"48.83481262982544, 2.400927788127704",Paris,,FALSE,,48.83481262982544,2.400927788127704,12ème Ardt,Picpus
41101,Paul Doumer - Stalingrad,OUI,24,7,14,10,4,OUI,OUI,2023-06-05T08:30:34+02:00,"48.806518992199, 2.3368880152702",Arcueil,,FALSE,,48.806518992199,2.3368880152702,Banlieue,Banlieue
12017,Saint-MandÃ© - Docteur Arnold Netter,OUI,39,36,3,3,0,OUI,OUI,2023-06-05T08:28:47+02:00,"48.84462585769668, 2.404946386814118",Paris,,FALSE,,48.84462585769668,2.404946386814118,12ème Ardt,Bel-Air
10151,Gare du Nord - Faubourg Saint-Denis,OUI,28,24,3,0,3,OUI,OUI,2023-06-05T08:30:51+02:00,"48.879612765503616, 2.3568402975797653",Paris,,FALSE,,48.879612765503616,2.3568402975797653,10ème Ardt,Saint-Vincent-de-Paul
14025,Jacquier - Didot,OUI,30,28,0,0,0,OUI,OUI,2023-06-05T08:30:46+02:00,"48.82953336292279, 2.318179272115231",Paris,,FALSE,,48.82953336292279,2.318179272115231,14ème Ardt,Plaisance
3201,Payenne - Square George CaÃ¯n,OUI,24,19,2,0,2,OUI,OUI,2023-06-05T08:27:02+02:00,"48.8578329, 2.3622643",Paris,,FALSE,,48.8578329,2.3622643,3ème Ardt,Archives
6009,Guynemer - Jardin du Luxembourg,OUI,36,23,12,3,9,OUI,OUI,2023-06-05T08:29:43+02:00,"48.8466127, 2.3325478",Paris,,FALSE,,48.8466127,2.3325478,6ème Ardt,Odéon
20035,PyrÃ©nÃ©es - MÃ©nilmontant,OUI,26,26,0,0,0,OUI,OUI,2023-06-05T08:30:40+02:00,"48.8693268535238, 2.395084574818611",Paris,,FALSE,,48.8693268535238,2.395084574818611,20ème Ardt,Père-Lachaise
42027,Verdun - Pierre et Marie Curie,OUI,26,21,5,4,1,OUI,OUI,2023-06-05T08:28:12+02:00,"48.812822398263286, 2.3707106709480286",Ivry-sur-Seine,,FALSE,,48.812822398263286,2.3707106709480286,Banlieue,Banlieue
44010,8 Mai 1945 - 10 Juillet 1940,OUI,30,9,20,19,1,OUI,OUI,2023-06-05T08:30:16+02:00,"48.784567029674, 2.3979035764933",Vitry-sur-Seine,,FALSE,,48.784567029674,2.3979035764933,Banlieue,Banlieue
20033,Etienne Dolet - Place Maurice Chevalier,OUI,33,30,2,0,2,OUI,OUI,2023-06-05T08:28:38+02:00,"48.86798303359366, 2.3851405311143026",Paris,,FALSE,,48.86798303359366,2.3851405311143026,20ème Ardt,Belleville
19018,CitÃ© de la Musique,OUI,60,55,4,2,2,OUI,OUI,2023-06-05T08:29:29+02:00,"48.888796556487, 2.3925811931922",Paris,,TRUE,,48.888796556487,2.3925811931922,19ème Ardt,Pont-de-Flandre
30005,Convention - Campus de Bobigny,OUI,32,21,10,4,6,OUI,OUI,2023-06-05T08:30:25+02:00,"48.914920058264, 2.4172238067445",Bobigny,,FALSE,,48.914920058264,2.4172238067445,Banlieue,Banlieue
21508,Georges Pompidou - Verdun,OUI,26,22,2,2,0,OUI,OUI,2023-06-05T08:29:46+02:00,"48.875481, 2.232443",Suresnes,,FALSE,,48.875481,2.232443,Banlieue,Banlieue
30007,Pablo Picasso - Maurice Thorez,OUI,28,11,14,5,9,OUI,OUI,2023-06-05T08:26:58+02:00,"48.906887812943, 2.4489325365198",Bobigny,,FALSE,,48.906887812943,2.4489325365198,Banlieue,Banlieue
7007,MusÃ©e d'Orsay,OUI,65,37,24,17,7,OUI,OUI,2023-06-05T08:30:54+02:00,"48.85972615790874, 2.325860448181629",Paris,,FALSE,,48.85972615790874,2.325860448181629,7ème Ardt,Saint-Thomas-d'Aquin
4010,Saint-Antoine SÃ©vignÃ©,OUI,26,20,4,3,1,OUI,OUI,2023-06-05T08:30:56+02:00,"48.8550222, 2.3612322",Paris,,TRUE,,48.8550222,2.3612322,4ème Ardt,Saint-Gervais
15032,FÃ©lix Faure - Lourmel,OUI,58,24,32,32,0,OUI,OUI,2023-06-05T08:30:47+02:00,"48.83868901709515, 2.2818081825971603",Paris,,FALSE,,48.83868901709515,2.2818081825971603,15ème Ardt,Javel
1201,Perrault - Place du Louvre,OUI,28,22,6,4,2,OUI,OUI,2023-06-05T08:27:08+02:00,"48.860273568996, 2.3412468419093",Paris,,FALSE,,48.860273568996,2.3412468419093,1er Ardt,Saint-Germain-l'Auxerrois
19045,Macdonald - CÃ©saria Evora,OUI,67,50,16,6,10,OUI,OUI,2023-06-05T08:30:11+02:00,"48.89883, 2.37933",Paris,,FALSE,,48.89883,2.37933,19ème Ardt,Pont-de-Flandre
25009,Place des Arts - Jean Mermoz,NON,20,20,0,0,0,NON,NON,2022-12-07T08:57:34+01:00,"48.879971740179, 2.1838125575318",Rueil-Malmaison,,FALSE,,48.879971740179,2.1838125575318,Banlieue,Banlieue
23106,PavÃ© des Gardes - Charles Vaillant,OUI,20,20,0,0,0,OUI,OUI,2023-06-05T08:24:42+02:00,"48.81168551728, 2.2111820107205",SÃ¨vres,,FALSE,,48.81168551728,2.2111820107205,Banlieue,Banlieue
21033,SÃ¨vres - MarÃ©chal Juin,OUI,18,0,15,10,5,OUI,OUI,2023-06-05T08:29:39+02:00,"48.8324305, 2.2292812",Boulogne-Billancourt,,FALSE,,48.8324305,2.2292812,Banlieue,Banlieue
22302,Gare RER - GÃ©nÃ©ral de Gaulle,OUI,41,38,3,1,2,OUI,OUI,2023-06-05T08:30:35+02:00,"48.933548439566, 2.3064726536317",Gennevilliers,,FALSE,,48.933548439566,2.3064726536317,Banlieue,Banlieue
15122,Place Charles Vallin,OUI,26,23,0,0,0,OUI,OUI,2023-06-05T08:30:19+02:00,"48.835523812041, 2.3025986552238",Paris,,TRUE,,48.835523812041,2.3025986552238,15ème Ardt,Saint-Lambert
9029,Saint-Lazare - Place d'Estienne d'Orves,OUI,39,27,11,10,1,OUI,OUI,2023-06-05T08:30:07+02:00,"48.8768345, 2.3329067",Paris,,FALSE,,48.8768345,2.3329067,9ème Ardt,Chaussée-d'Antin
51007,RÃ©sistance - Romain Rolland,OUI,28,12,14,4,10,OUI,OUI,2023-06-05T08:28:13+02:00,"48.950873482371, 2.2310190077797",Argenteuil,,FALSE,,48.950873482371,2.2310190077797,Banlieue,Banlieue
41212,Nungesser - SantÃ©,OUI,22,21,1,0,1,OUI,OUI,2023-06-05T08:30:33+02:00,"48.852335, 2.448967",Fontenay-sous-Bois,,FALSE,,48.852335,2.448967,Banlieue,Banlieue
21112,Claude Debussy - Marc Bloch,OUI,56,19,36,16,20,OUI,OUI,2023-06-05T08:30:03+02:00,"48.910388180512, 2.3117771744728",Clichy,,FALSE,,48.910388180512,2.3117771744728,Banlieue,Banlieue
34009,Dora Maar - Nadia Guendouz,OUI,30,4,24,21,3,OUI,OUI,2023-06-05T08:30:57+02:00,"48.905452421305, 2.3220406472683",Saint-Ouen-sur-Seine,,FALSE,,48.905452421305,2.3220406472683,Banlieue,Banlieue
22703,Place Jean Mermoz,OUI,30,17,11,10,1,OUI,OUI,2023-06-05T08:30:37+02:00,"48.9220937, 2.2718348",Bois-Colombes,,FALSE,,48.9220937,2.2718348,Banlieue,Banlieue
26011,MÃ©nil - Argenteuil,OUI,20,11,6,1,5,OUI,OUI,2023-06-05T08:30:18+02:00,"48.925901818305, 2.2741496502338",AsniÃ¨res-sur-Seine,,FALSE,,48.925901818305,2.2741496502338,Banlieue,Banlieue
10001,RenÃ© Boulanger - Lancry,OUI,62,57,3,1,2,OUI,OUI,2023-06-05T08:27:39+02:00,"48.8685433, 2.3600032",Paris,,FALSE,,48.8685433,2.3600032,10ème Ardt,Porte-Saint-Martin
18203,Lamarck - Saint-Ouen,OUI,40,40,0,0,0,OUI,OUI,2023-06-05T08:30:47+02:00,"48.891334555236, 2.3272445342326",Paris,,FALSE,,48.891334555236,2.3272445342326,18ème Ardt,Grandes-Carrières
16140,Hippodrome de Longchamp,OUI,30,22,7,6,1,OUI,OUI,2023-06-05T08:24:47+02:00,"48.86413226532, 2.239905372262",Paris,,FALSE,,48.86413226532,2.239905372262,16ème Ardt,Muette
22209,Verdun - Henri Barbusse,OUI,24,15,7,7,0,OUI,OUI,2023-06-05T08:24:26+02:00,"48.802056061754, 2.3159965061736",Bagneux,,FALSE,,48.802056061754,2.3159965061736,Banlieue,Banlieue
20037,Gambetta - Saint Fargeau,OUI,24,22,1,0,1,OUI,OUI,2023-06-05T08:30:00+02:00,"48.871244610447015, 2.4039056897163396",Paris,,FALSE,,48.871244610447015,2.4039056897163396,20ème Ardt,Saint-Fargeau
25010,MarÃ©chal Leclerc de Hauteclocque - MarchÃ© Buzenval,OUI,30,26,4,1,3,OUI,OUI,2023-06-05T08:27:15+02:00,"48.858446, 2.192077",Rueil-Malmaison,,FALSE,,48.858446,2.192077,Banlieue,Banlieue
8003,GalilÃ©e - Vernet,OUI,17,1,12,1,11,OUI,OUI,2023-06-05T08:29:48+02:00,"48.871715878697, 2.2985444962978",Paris,,FALSE,,48.871715878697,2.2985444962978,8ème Ardt,Champs-Elysées
8002,Gare Saint-Lazare - Cour du Havre,OUI,45,36,6,5,1,OUI,OUI,2023-06-05T08:30:51+02:00,"48.875674400851, 2.3265598341823",Paris,,TRUE,,48.875674400851,2.3265598341823,8ème Ardt,Europe
13053,Chevaleret - Tolbiac,OUI,21,4,15,8,7,OUI,OUI,2023-06-05T08:28:15+02:00,"48.82941, 2.375934",Paris,,FALSE,,48.82941,2.375934,13ème Ardt,Gare
18018,Carpeaux - Place Jacques Froment,OUI,19,18,1,1,0,OUI,OUI,2023-06-05T08:27:34+02:00,"48.8906542, 2.3309428",Paris,,FALSE,,48.8906542,2.3309428,18ème Ardt,Grandes-Carrières
48011,Epi d'Or - Chevilly,OUI,20,16,4,2,2,OUI,OUI,2023-06-05T08:26:03+02:00,"48.781109786782, 2.3549050362061",Villejuif,,FALSE,,48.781109786782,2.3549050362061,Banlieue,Banlieue
21320,PrÃ©sident Roosevelt - Rouget de Lisle,NON,0,0,0,0,0,NON,NON,2021-07-28T09:10:05+02:00,"48.83047518749, 2.2616135525345",Issy-les-Moulineaux,,FALSE,,48.83047518749,2.2616135525345,Banlieue,Banlieue
11001,Richard Lenoir - Place de la Bastille,OUI,53,30,22,18,4,OUI,OUI,2023-06-05T08:29:45+02:00,"48.8538327, 2.3697222",Paris,,FALSE,,48.8538327,2.3697222,11ème Ardt,Roquette
21954,Val-Fleury,OUI,23,21,0,0,0,OUI,OUI,2023-06-05T08:29:35+02:00,"48.807671407991, 2.2407217696309",Meudon,,FALSE,,48.807671407991,2.2407217696309,Banlieue,Banlieue
26010,Louis Armand - Bernard Palissy,NON,0,0,0,0,0,NON,NON,2023-01-25T15:17:38+01:00,"48.916925546419, 2.3124207955211",AsniÃ¨res-sur-Seine,,FALSE,,48.916925546419,2.3124207955211,Banlieue,Banlieue
10038,Place du Colonel Fabien,OUI,27,24,2,2,0,OUI,OUI,2023-06-05T08:24:10+02:00,"48.87756832086, 2.3698791861534",Paris,,FALSE,,48.87756832086,2.3698791861534,10ème Ardt,Hôpital-Saint-Louis
22208,Stalingrad - Barbara,NON,0,0,0,0,0,NON,NON,2023-05-11T10:31:03+02:00,"48.809223658808, 2.3175904558822",Bagneux,,FALSE,,48.809223658808,2.3175904558822,Banlieue,Banlieue
22005,Charles de Gaulle - Madrid,OUI,22,1,15,9,6,OUI,OUI,2023-06-05T08:30:14+02:00,"48.884432270368, 2.2608044743538",Neuilly-sur-Seine,,FALSE,,48.884432270368,2.2608044743538,Banlieue,Banlieue
21327,Jean Bouin - Gouverneur GÃ©nÃ©ral EbouÃ©,NON,0,0,0,0,0,NON,NON,2023-06-05T08:30:57+02:00,"48.824792734266, 2.2651904328524",Issy-les-Moulineaux,,FALSE,,48.824792734266,2.2651904328524,Banlieue,Banlieue
12106,Gare de Lyon - Roland Barthes,OUI,68,29,38,29,9,OUI,OUI,2023-06-05T08:30:35+02:00,"48.84395729494058, 2.3790882155299187",Paris,,FALSE,,48.84395729494058,2.3790882155299187,12ème Ardt,Quinze-Vingts
21021,Enfants du Paradis - Peupliers,OUI,40,2,42,26,16,OUI,OUI,2023-06-05T08:30:54+02:00,"48.833122686454, 2.2571459412575",Boulogne-Billancourt,,TRUE,,48.833122686454,2.2571459412575,Banlieue,Banlieue
23205,Parc des Pierrettes,OUI,23,20,2,2,0,OUI,OUI,2023-06-05T08:27:39+02:00,"48.7973062, 2.2909969",ChÃ¢tillon,,FALSE,,48.7973062,2.2909969,Banlieue,Banlieue
45005,Stalingrad - GÃ©nÃ©ral de Gaulle,OUI,26,4,21,14,7,OUI,OUI,2023-06-05T08:29:11+02:00,"48.823450589614, 2.4965062363218",Champigny-sur-Marne,,FALSE,,48.823450589614,2.4965062363218,Banlieue,Banlieue
32023,Guy MÃ´quet - Jean Moulin,OUI,30,25,5,5,0,OUI,OUI,2023-06-05T08:27:31+02:00,"48.940931521020836, 2.363948999931771",Saint-Denis,,FALSE,,48.940931521020836,2.363948999931771,Banlieue,Banlieue
35021,Cartier Bresson - Denis Papin,OUI,32,21,8,7,1,OUI,OUI,2023-06-05T08:30:01+02:00,"48.902616, 2.397814",Pantin,,FALSE,,48.902616,2.397814,Banlieue,Banlieue
9035,Gare Saint-Lazare - Place de Budapest,OUI,44,22,21,13,8,OUI,OUI,2023-06-05T08:30:10+02:00,"48.877753, 2.327339",Paris,,FALSE,,48.877753,2.327339,9ème Ardt,Saint-Georges
12105,Bercy - Villot,OUI,34,3,37,31,6,OUI,OUI,2023-06-05T08:30:48+02:00,"48.841795009027, 2.3767850184816",Paris,,TRUE,,48.841795009027,2.3767850184816,12ème Ardt,Bercy
15056,Place Balard,OUI,22,0,34,32,2,OUI,OUI,2023-06-05T08:30:11+02:00,"48.836395736424, 2.2784192115068",Paris,,TRUE,,48.836395736424,2.2784192115068,15ème Ardt,Javel
10025,Jemmapes - Ecluses Saint-Martin,OUI,15,10,4,4,0,OUI,OUI,2023-06-05T08:30:44+02:00,"48.87748519186726, 2.3660067468881607",Paris,,FALSE,,48.87748519186726,2.3660067468881607,10ème Ardt,Hôpital-Saint-Louis
17126,HÃ©lÃ¨ne et FranÃ§ois Missoffe - Emile Borel,OUI,32,14,16,7,9,OUI,OUI,2023-06-05T08:30:40+02:00,"48.89990653843488, 2.321543991674844",Paris,,FALSE,,48.89990653843488,2.321543991674844,17ème Ardt,Epinettes
32305,Saint-Germain - Verdun,OUI,30,27,1,0,1,OUI,OUI,2023-06-05T08:30:45+02:00,"48.882877330093, 2.4331868384644",Romainville,,FALSE,,48.882877330093,2.4331868384644,Banlieue,Banlieue
26008,Henri Barbusse - Bourguignons,OUI,34,22,12,7,5,OUI,OUI,2023-06-05T08:30:55+02:00,"48.91301722799713, 2.2734212270774417",AsniÃ¨res-sur-Seine,,FALSE,,48.91301722799713,2.2734212270774417,Banlieue,Banlieue
22305,Jean JaurÃ¨s - Place du Dr Roux,OUI,35,20,15,13,2,OUI,OUI,2023-06-05T08:21:41+02:00,"48.927567032796, 2.2947337017374",Gennevilliers,,FALSE,,48.927567032796,2.2947337017374,Banlieue,Banlieue
34012,Bateliers - Quai de Seine,OUI,26,20,3,2,1,OUI,OUI,2023-06-05T08:29:53+02:00,"48.915817585516, 2.3239533298594",Saint-Ouen-sur-Seine,,FALSE,,48.915817585516,2.3239533298594,Banlieue,Banlieue
18045,Pierre Ginier - Clichy,OUI,16,16,0,0,0,OUI,OUI,2023-06-05T08:29:50+02:00,"48.8867667, 2.326228",Paris,,FALSE,,48.8867667,2.326228,18ème Ardt,Grandes-Carrières
21302,Aristide Briand - Place de la RÃ©sistance,OUI,25,5,33,32,1,OUI,OUI,2023-06-05T08:30:51+02:00,"48.82124248401006, 2.2511002421379094",Issy-les-Moulineaux,,TRUE,,48.82124248401006,2.2511002421379094,Banlieue,Banlieue
22507,ChÃ¢teaudun - Place de la LibertÃ©,OUI,26,14,10,8,2,OUI,OUI,2023-06-05T08:28:07+02:00,"48.90970830301211, 2.2454486480600626",La Garenne-Colombes,,FALSE,,48.90970830301211,2.2454486480600626,Banlieue,Banlieue
9104,Caumartin - Provence,OUI,22,14,8,6,2,OUI,OUI,2023-06-05T08:28:36+02:00,"48.874422773426545, 2.3284685611724854",Paris,,TRUE,,48.874422773426545,2.3284685611724854,9ème Ardt,Chaussée-d'Antin
12165,Champs de Manoeuvre - Cartoucherie,OUI,20,14,6,4,2,OUI,OUI,2023-06-05T08:24:08+02:00,"48.835261, 2.447974",Paris,,FALSE,,48.835261,2.447974,12ème Ardt,Bel-Air
13123,BNF - BibliothÃ¨que Nationale de France,OUI,42,12,35,29,6,OUI,OUI,2023-06-05T08:30:04+02:00,"48.8350268238, 2.3760157451034",Paris,,TRUE,,48.8350268238,2.3760157451034,13ème Ardt,Gare
12001,Bastille - Biscornet,OUI,62,45,17,13,4,OUI,OUI,2023-06-05T08:30:16+02:00,"48.851355779579, 2.369220033288",Paris,,FALSE,,48.851355779579,2.369220033288,12ème Ardt,Quinze-Vingts
10026,Gare de l'Est - Chateau Landon,OUI,59,58,1,1,0,OUI,OUI,2023-06-05T08:23:37+02:00,"48.879305, 2.362424",Paris,,FALSE,,48.879305,2.362424,10ème Ardt,Saint-Vincent-de-Paul
11201,Faubourg St-Antoine - Place de la Nation,OUI,16,11,3,2,1,OUI,OUI,2023-06-05T08:29:17+02:00,"48.8487726, 2.393606",Paris,,FALSE,,48.8487726,2.393606,11ème Ardt,Sainte-Marguerite
18023,Ordener - Poissonniers,OUI,35,35,0,0,0,OUI,OUI,2023-06-05T08:30:54+02:00,"48.891213890844654, 2.351288666219873",Paris,,FALSE,,48.891213890844654,2.351288666219873,18ème Ardt,Clignancourt
22602,Place Henri Dunant - Gare RER,OUI,31,29,2,1,1,OUI,OUI,2023-06-05T08:27:11+02:00,"48.787543, 2.2907628",Fontenay-aux-Roses,,FALSE,,48.787543,2.2907628,Banlieue,Banlieue
18026,Ruisseau - Ordener,OUI,35,30,0,0,0,OUI,OUI,2023-06-05T08:30:48+02:00,"48.89299462568024, 2.340144887566567",Paris,,FALSE,,48.89299462568024,2.340144887566567,18ème Ardt,Grandes-Carrières
23201,Avenir,OUI,45,18,26,19,7,OUI,OUI,2023-06-05T08:30:44+02:00,"48.8103438, 2.3003776",ChÃ¢tillon,,FALSE,,48.8103438,2.3003776,Banlieue,Banlieue
18024,Clignancourt - Ordener,OUI,35,34,1,0,1,OUI,OUI,2023-06-05T08:28:41+02:00,"48.891457726153774, 2.348636478060487",Paris,,FALSE,,48.891457726153774,2.348636478060487,18ème Ardt,Clignancourt
23203,Division Leclerc - KlÃ©ber,OUI,25,24,1,1,0,OUI,OUI,2023-06-05T08:30:56+02:00,"48.798666226364, 2.2833752789972",ChÃ¢tillon,,FALSE,,48.798666226364,2.2833752789972,Banlieue,Banlieue
8004,Malesherbes - Place de la Madeleine,OUI,67,1,68,38,30,OUI,OUI,2023-06-05T08:30:38+02:00,"48.87040602848252, 2.323243509807989",Paris,,TRUE,,48.87040602848252,2.323243509807989,8ème Ardt,Madeleine
